시설명,시도,시군구,시설유형(대),시설유형(중),시설유형(소),연락처
성문노인주야간보호센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-858-1750
서진요양센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-842-4542
고읍재활주간보호센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-841-5536
다올누리주야간보호센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-859-6788
&apos;(A)비지팅엔젤스 양주방문요양지점,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-8083-4741
마음의숲치매전담주간보호센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-846-0301
행복복지센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-868-0179
옥정재활주간보호센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-865-7878
지혜방문요양센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,070-8880-4306
에이원주간보호센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-855-8569
에덴주간보호센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-878-0675
최상훈노인복지센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,070-8150-8929
옥정의료기복지용구,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-866-4306
사랑나눔주야간보호센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-857-3694
보필방문요양센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-859-4118
효심재가복지센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-845-9911
마루복지용구,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-848-7929
주식회사 한국의료기,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-868-7272
아름다운방문요양센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-843-3927
부모사랑복지센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-868-2728
대산방문요양재가센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-821-5088
조은노인복지센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-855-6617
백세청춘재가복지센타,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-866-0015
사랑재가주야간보호센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-837-9977
사랑채데이케어센터,경기도,양주시,노인,재가노인복지시설,재가노인복지시설,031-848-6290
안식관,경기도,양평군,노인,노인주거복지시설,양로시설,031-773-3498
선교의 영성복지원,경기도,양평군,노인,노인주거복지시설,양로시설,031-773-5519
실버피스그룹홈,경기도,양평군,노인,노인주거복지시설,노인공동생활가정,031-772-0963
하늘의문 노인공동생활가정,경기도,양평군,노인,노인주거복지시설,노인공동생활가정,031-775-8377
루하마을,경기도,양평군,노인,노인주거복지시설,노인공동생활가정,031-773-2412
무지개양로원,경기도,양평군,노인,노인주거복지시설,노인공동생활가정,031-773-0651
양평청계노인요양원,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-771-7660
라파엘의집,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-775-1886
올리브요양원,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-774-9031
양평요양원,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-773-9626
양평성모원,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-771-7874
양평군노인요양원,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-772-3640
양평시니어센터,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-771-6063
늘푸른노인요양원,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-771-7600
실로암평화의집,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-772-4387
양평숲요양원,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-771-0888
양평행복한요양원,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-775-1220
마리아의집,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-773-1517
양평숲요양원,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-771-0888
사랑의집,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-774-1076
햇빛촌,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-771-8074
밝은집,경기도,양평군,노인,노인의료복지시설,노인요양시설,070-8817-1077
서종실버타운요양원,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-774-3528
무진노인전문요양원,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-775-8560
노블원요양센터,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-774-8575
양평 안식관 소규모요양센터,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-773-7771
햇빛촌,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-771-8074
사랑채요양원,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-774-5554
양평시온의집,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-774-8291
주식회사 장수만세 양평실버타운,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-771-5500
행복한 경희요양원,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-774-0510
양수힐링센터,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-772-2500
무지개공동체,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-772-0153
너싱홈 해바라기,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-772-1136
둥지원 실버타운,경기도,양평군,노인,노인의료복지시설,노인요양시설,031-772-7100
성요셉마을,경기도,양평군,노인,노인의료복지시설,노인요양공동생활가정,031-773-3665
희원노인간호센터,경기도,양평군,노인,노인의료복지시설,노인요양공동생활가정,031-774-4787
양수우리요양원,경기도,양평군,노인,노인의료복지시설,노인요양공동생활가정,031-772-3899
주사랑공동체,경기도,양평군,노인,노인의료복지시설,노인요양공동생활가정,031-774-8579
희원요양원,경기도,양평군,노인,노인의료복지시설,노인요양공동생활가정,031-774-4787
느티나무요양원,경기도,양평군,노인,노인의료복지시설,노인요양공동생활가정,031-775-8882
성요셉의집,경기도,양평군,노인,노인의료복지시설,노인요양공동생활가정,031-773-3600
양평군노인복지관,경기도,양평군,노인,노인여가복지시설,노인복지관,031-774-9751
은빛재가복지센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-775-8002
희원노인간호센터 부설 주.야간보호센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-774-4787
늘기쁜재가복지센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-775-8943
돕는 손 재가노인복지센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,010-3888-4582
양평노인 주야간보호,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-775-7741
민들레복지센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-775-3802
늘푸른시니어센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-771-2500
은빛사랑채 양평 안식관 주간보호센타,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-773-7771
사랑나눔복지센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-774-5668
창인노인주간보호센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-775-0959
A+일등노인복지센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-772-7752
강하재가요양센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-775-8775
온맘방문요양센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-771-2858
넘버원복지센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,010-8860-9125
행복한동행재가복지센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-774-3592
실로암복지센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-772-3321
해오름재가복지센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-775-3656
양평누리방문요양센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-775-8637
어진,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-773-8233
양평나이팅게일주간보호센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-775-7101
경기복지센터 주식회사,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-771-1451
옥천시니어돌봄센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-773-3175
양평수호천사방문요양센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-772-1339
청운재가복지센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-773-9379
큰사랑재가복지센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-772-8757
부모사랑 재가복지센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-771-0072
엘림주간보호센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-774-0301
서종아가페데이케어센터,경기도,양평군,노인,재가노인복지시설,재가노인복지시설,031-773-5714
광민형제의집,경기도,여주시,노인,노인주거복지시설,양로시설,031-886-0616
파티마성모의집,경기도,여주시,노인,노인주거복지시설,양로시설,031-886-2442
노아복지원,경기도,여주시,노인,노인주거복지시설,양로시설,010-9125-9229
창강양로원,경기도,여주시,노인,노인주거복지시설,양로시설,031-548-1201
골든밸리,경기도,여주시,노인,노인주거복지시설,양로시설,031-881-6501
안디옥 사랑의집,경기도,여주시,노인,노인주거복지시설,노인공동생활가정,031-884-3263
여주예수원,경기도,여주시,노인,노인주거복지시설,노인공동생활가정,031-884-0214
신륵사노인요양원,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-886-7190
여주가족사랑요양원,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-885-6873
천사의집,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-884-8353
에덴의집,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-884-1161
너싱홈 돌체,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-883-9393
베데스다요양원,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-883-8640
금사농협요양원,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-882-8200
파블러스요양원,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-885-1478
성화노인요양원,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-885-4116
여주 시온의 집,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-884-7807
우리노인전문요양원,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-882-6401
대진요양시설,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-887-0500
우리노인요양원,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-886-6652
소망의집,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-882-4482
예뜰요양원,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-886-6352
미소가득한 요양원,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-882-5219
대신노인요양시설소호의집,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-881-0836
창강요양원,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-881-1211
사랑이가득한 요양원,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-882-7582
시애노병원부설 전문요양센터,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-883-1088
해듬요양원,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-881-3188
희망의집,경기도,여주시,노인,노인의료복지시설,노인요양시설,031-883-8375
율로기아 노인요양공동생활가정,경기도,여주시,노인,노인의료복지시설,노인요양공동생활가정,031-884-1852
은빛고운마을,경기도,여주시,노인,노인의료복지시설,노인요양공동생활가정,031-883-7753
희망요양원,경기도,여주시,노인,노인의료복지시설,노인요양공동생활가정,031-883-8375
여주드림의 집(공동생활가정),경기도,여주시,노인,노인의료복지시설,노인요양공동생활가정,031-886-9987
주구양요양원,경기도,여주시,노인,노인의료복지시설,노인요양공동생활가정,031-883-9128
늘사랑노인요양공동생활가정,경기도,여주시,노인,노인의료복지시설,노인요양공동생활가정,031-886-1015
여주시노인복지관,경기도,여주시,노인,노인여가복지시설,노인복지관,031-881-0050
고운흥천주간보호센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-883-8123
가남반석재가노인지원서비스센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-884-8359
행복한노인복지센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-882-5111
더좋은노인요양센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,010-9327-1376
마음나눔 방문요양센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-881-4345
우리노인주간보호센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-886-6652
사마리안 방문요양센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-886-1344
산북노인주간보호센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-881-3717
가온 재가방문요양센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-885-3859
여주중앙노인주간보호센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-885-9009
여주재활노인주간보호센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-882-5681
여주드림의 집(주간보호센터),경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-886-9987
스마일시니어 북내재가복지센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-884-6655
대진노인복지센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-887-0800
대신재가노인지원센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-881-0837
여주시재가노인복지센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-881-0050
신륵노인복지센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-885-5275
샬롬재가장기요양센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-886-9104
진국재가복지센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-882-8425
효양방문요양센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-881-4230
율로기아 노인주간보호센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-884-1852
경덕재주간보호센터 여주점,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-885-1688
가남반석노인주간보호센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-884-8359
대신노인복지센터,경기도,여주시,노인,재가노인복지시설,재가노인복지시설,031-881-0836
등대마을양로원,경기도,연천군,노인,노인주거복지시설,양로시설,031-834-5008
겸손의 집,경기도,연천군,노인,노인의료복지시설,노인요양시설,031-834-3657
로뎀요양원,경기도,연천군,노인,노인의료복지시설,노인요양시설,031-833-6999
은혜마을,경기도,연천군,노인,노인의료복지시설,노인요양시설,031-835-8308
베이스캠프,경기도,연천군,노인,노인의료복지시설,노인요양시설,031-835-8847
희망실버요양원,경기도,연천군,노인,노인의료복지시설,노인요양시설,031-833-4470
행복한우리집,경기도,연천군,노인,노인의료복지시설,노인요양시설,031-835-8738
등대마을,경기도,연천군,노인,노인의료복지시설,노인요양시설,031-834-4084
시온요양원,경기도,연천군,노인,노인의료복지시설,노인요양시설,031-833-3811
새비전노인요양공동생활가정,경기도,연천군,노인,노인의료복지시설,노인요양공동생활가정,031-833-3666
한마음요양원,경기도,연천군,노인,노인의료복지시설,노인요양공동생활가정,031-835-8889
연천군 노인복지관,경기도,연천군,노인,노인여가복지시설,노인복지관,031-834-6080
공감케어재가복지센터,경기도,연천군,노인,재가노인복지시설,재가노인복지시설,031-835-0279
하늘새빛 은빛사랑채,경기도,연천군,노인,재가노인복지시설,재가노인복지시설,031-834-5657
성심재가복지센터,경기도,연천군,노인,재가노인복지시설,재가노인복지시설,031-832-5432
소망재가복지센터,경기도,연천군,노인,재가노인복지시설,재가노인복지시설,050-6535-7957
새비전 방문요양재가센터,경기도,연천군,노인,재가노인복지시설,재가노인복지시설,031-835-8863
엘림재가복지센터,경기도,연천군,노인,재가노인복지시설,재가노인복지시설,031-833-3528
희망실버요양원,경기도,연천군,노인,재가노인복지시설,재가노인복지시설,031-833-4470
백세재가복지센터,경기도,연천군,노인,재가노인복지시설,재가노인복지시설,031-832-7617
동행재가복지센터,경기도,연천군,노인,재가노인복지시설,재가노인복지시설,031-835-4880
순복재가복지센터,경기도,연천군,노인,재가노인복지시설,재가노인복지시설,031-835-8008
은혜마을 부설 은빛사랑채,경기도,연천군,노인,재가노인복지시설,재가노인복지시설,031-835-8308
오산효요양원,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-337-9020
보듬너싱홈,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-373-3303
행복한요양원,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-377-5967
노블효타운,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-374-8488
큰나무실버하우스,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-373-7533
크리스마스요양원,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-372-8815
오산참요양원,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-375-0085
사랑재활요양센터,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-372-2500
세원노인전문요양원,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-375-2493
보듬너싱홈,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-373-3303
노틀담 사랑터,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-378-6825
정드림요양원,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-377-1588
라온요양원,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-373-2254
골든힐요양원,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-373-7870
더좋은요양원,경기도,오산시,노인,노인의료복지시설,노인요양시설,010-5161-5053
더사랑요양원,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-377-7211
예지요양원,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-378-8080
나누미요양복지타운 나누미요양원,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-375-3844
온유한요양원,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-376-5657
오산참사랑요양원,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-373-5737
참소망요양원,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-372-3863
세교샘너싱홈,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-372-3399
한솔너싱홈물향기점,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-373-6077
힘찬요양원,경기도,오산시,노인,노인의료복지시설,노인요양시설,031-378-5588
오산요양원,경기도,오산시,노인,노인의료복지시설,노인요양공동생활가정,031-376-1315
효사랑나눔요양원,경기도,오산시,노인,노인의료복지시설,노인요양공동생활가정,031-377-5377
오산노인종합복지관,경기도,오산시,노인,노인여가복지시설,노인복지관,031-290-8530
오산가정봉사원파견센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-373-1223
경기시니어주야간보호센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-8055-0911
가족처럼주간보호센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-375-5855
오산세교주야간보호센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-377-8823
길갈 주야간보호센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-376-7658
행복나눔노인복지센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-377-9589
(주)클린라이프케어 오산지점,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-378-4416
더원케어 방문요양,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-375-2508
예반주간보호센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-375-8011
아리아케어 방문요양 오산 원동센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-377-2508
오산중앙케어,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-378-8330
감돌노인복지센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-374-5004
편안노인요양센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-376-0042
(주)동부케어 원동점,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-372-1551
오산주간보호센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-378-1223
경기라온방문요양센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-376-6589
늘봄재가복지센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-378-8926
참사랑재활주야간보호센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-375-7332
오산믿음방문요양센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-373-8263
세원노인복지센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-372-7080
오산남부은빛사랑채,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-376-6282
오산세교은빛사랑채,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-290-8550
나누미요양복지타운 나누미재가복지센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,070-4906-6422
오산노인복지센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-373-1223
오산효재활주간보호센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-375-0778
오산돌봄사회적협동조합재가노인복지센터,경기도,오산시,노인,재가노인복지시설,재가노인복지시설,031-8042-3367
오산시니어클럽,경기도,오산시,노인,노인일자리지원기관,노인일자리지원기관,031-372-6090
삼성노블카운티,경기도,용인시,노인,노인주거복지시설,노인복지주택,031-208-8229
용인시 사랑의집,경기도,용인시,노인,노인주거복지시설,노인복지주택,031-338-5100
스프링카운티자이,경기도,용인시,노인,노인주거복지시설,노인복지주택,031-8067-6017
(주)너싱홈그린휴,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-261-6699
용인삼성노인전문요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-336-6555
평강 요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-274-1211
용인예원요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-286-6772
경기산들요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-282-5252
하이파이브요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-896-2000
서수지요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-265-1188
사랑방호수요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,038-005-5300
용인효사랑,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-322-1952
수지성모요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-263-7745
해마루실버케어,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-334-6070
동백어르신요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-283-3877
동백어르신요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-283-3877
용인노인요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-334-3677
행복나무요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-283-3333
너싱홈 한솔,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-262-2584
아리실복지원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-332-7521
상현노인전문요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-896-1507
아름다운실버요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-897-3237
용인시니어너싱홈,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-336-4993
인보마을,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-339-9141
동백소중한사람들요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-275-2500
로얄튼너싱홈,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-285-2850
자연요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-339-0093
새희망요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-211-7726
고은요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-339-0080
연세요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-283-5011
도손요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-286-0617
어르신요양센터,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-276-7500
(주)무지개실버케어스,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-283-8411
백만송이실버케어,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-332-3117
호수재활요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-332-6860
어르신사랑요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-214-7469
노블레스 요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-285-2151
맘편한요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-889-9989
용인효민요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-339-5831
강남실버요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-276-6969
수지제일노인요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-272-6622
(주)원하트 노인전문요양센터,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-265-8899
마더링케어 요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-281-0100
온누리요양센터,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-334-9090
빛사랑요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,010-3266-0690
힐링하우스 실버요양센터,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-333-9100
그레이스요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-287-7764
다온실버케어,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-281-7771
헤리티지요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-282-7080
용인노인전문요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-334-3577
흥덕요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-286-7021
송은요양원(죽전점),경기도,용인시,노인,노인의료복지시설,노인요양시설,031-896-8881
기쁨재활요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-337-0175
다인실버케어요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-283-8330
사랑방노인요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-8005-5858
사랑방호수요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-8005-5300
함께하는 세상,경기도,용인시,노인,노인의료복지시설,노인요양시설,031--
행복한동백요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-282-2300
성은 실버케어스,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-889-9795
상아요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-334-1357
수지행복마지요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-896-2077
정성가득 요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-274-8300
성은실버케어스 2관,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-263-9795
요양원 헤세드하우스,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-274-5600
죽전노블요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-272-1400
해피누리요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-275-7774
더리치요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-893-2780
수지어르신간호센터,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-896-1507
해피라이프요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-272-1024
행복요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-265-0622
파인트리요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-322-4179
함춘너싱홈,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-284-8479
용인숲요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-281-2345
효미인 실버케어,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-287-7577
구성노인전문요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-287-6699
용인종합요양센터,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-321-2662
양지요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-334-6084
시니어캐슬요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-286-1070
