"시설명, 시도, 시군구, 시설유형(대), 시설유형(중), 시설유형(소), 연락처에 대한 조회리스트 정보 표 입니다.",,,,,,
시설명,시도,시군구,시설유형(대),시설유형(중),시설유형(소),연락처
소피아방문요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326565661
메디케어허브,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323450706
서송재가노인돌봄센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323477449
중동노인주간보호센터 중동점,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,3216683100
큰나무노인주간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,032-678-2966
다솜노인복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323431232
벧엘의집주야간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326554345
경기실버주야간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323213888
참사랑재가노인복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,032-675-1019
해바라기재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323449839
YJ노인복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326676273
샤론재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326529249
주식회사 힐빙케어,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323226585
그린재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323217696
원미주간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,032-667-0261
봄날(경기)재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,322032005
엠마우스 주야간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326122833
희망나눔주야간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326539405
한마음복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326130238
우정 재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326712234
오정주간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,032-683-9290
하늘재가방문요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326666008
"부천365주,야간보호센터",경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326550365
수안재가노인복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323421357
열린마음재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326539711
통합재가장기요양기관 올댓,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323220147
송내노인주간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,032-653-0671
사랑애재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,322781063
심곡재가노인복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,070-8866-4436
소풍재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326247878
부천100세대학주야간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,032-666-1122
보현노인복지방문요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326773885
가가돌봄복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326631117
동서힐링방문요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326629989
더나눔데이케어센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326739939
삼성시니어재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326119891
(A)+올리사랑재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323421788
가교 재가노인복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326125421
부천시경로주간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,032-663-9577
행복한재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,322131039
라파데이케어센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,322210091
엠마우스노인종합센터재가노인복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,032-662-1430
(A)비지팅엔젤스 부천중동방문요양지점,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326122320
정성재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,7082861980
행복드림재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,322289988
부천노인복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,032-613-7002
한컴말랑말랑 행복케어 부천중동점,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326130530
부천요양원 병설 주야간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326634450
가정재가센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,327197194
꿈꾸는방문요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326770132
가족애재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326738535
복된재가방문요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326519564
예스노인재가센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323489192
청송재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,322351460
봄앤봄재가노인센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,7075439605
옥길데이케어센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,269596953
굿모닝재가요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326722598
삼광재가노인지원서비스센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,032-322-1203
한아름주간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326683355
헤아림재가노인복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326819073
부천제일방문요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,032-672-2828
늘사랑주야간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326787588
한사랑방문요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326567890
은인재가방문요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326116117
해밀방문요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326551064
포그니방문간호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326112233
해안정방문요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326633362
봄연세데이케어 부천주간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,23223235
소사제일치매중풍주간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,032-351-7575
산마루 방문요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323227263
늘벗재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326112449
다사랑방문케어센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,1095655709
미래재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323264656
상동사랑재활주야간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323259989
가온방문요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326622747
부천 행복한 가정봉사원파견센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,032-654-4194
부천100세대학주야간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326661122
에버그린 데이케어센터(원미),경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326719988
소사재가노인지원서비스센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,032-349-9192
소사푸르지오재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,322025520
부천시민재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326147080
여월 주간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326746111
푸른성재가센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326752365
부천행복한가정봉사원 파견센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326544194
가람재가노인복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326732234
좋은노인주간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326810675
프라임 효 재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323434836
마마케어,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326625255
소나무 학 재가노인복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326138880
삼광주간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,032-327-1932
아름다운재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323284582
국민방문요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,032-724-9981
샬롬재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326631004
드림복지용구,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326741114
해드림주야간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323270553
드림재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,7041285353
명심재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,032-614-0204
어울림주야간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323282211
기쁨재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323519920
미소드림재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326148291
디딤돌재가요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,322779963
마음뜰재가요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326773076
플러스 재가복지,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,1051156750
해바라기365방문요양센타,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,322122334
보스꼬주간보호센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323241100
차오름 방문요양센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323513375
아담재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,326563118
희망모아노인복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,327155342
동남재가복지센터,경기도,부천시,노인,재가노인복지시설,재가노인복지시설,323295232
경기서부노인보호전문기관,경기도,부천시,노인,노인보호전문기관,노인보호전문기관,326831389
부천시니어클럽,경기도,부천시,노인,노인일자리지원기관,노인일자리지원기관,326684107
경기서부 학대피해노인전용쉼터,경기도,부천시,노인,학대피해노인 전용쉼터,학대피해노인 전용쉼터,326831389
참좋은사랑의집,경기도,부천시 소사구,노인,노인주거복지시설,양로시설,032-612-7468
복사골요양센터1호,경기도,부천시 소사구,노인,노인의료복지시설,노인요양공동생활가정,032-202-7866
하늘빛노인복지센터,경기도,부천시 오정구,노인,노인의료복지시설,노인요양공동생활가정,032-677-5678
부천제일요양원,경기도,부천시 오정구,노인,노인의료복지시설,노인요양공동생활가정,032-672-2828
행복나무요양원,경기도,부천시 원미구,노인,노인의료복지시설,노인요양공동생활가정,032-327-7799
평강노인복지센터,경기도,부천시 원미구,노인,재가노인복지시설,재가노인복지시설,032-255-0091
호크마하우스,경기도,성남시,노인,노인주거복지시설,양로시설,317239560
인보의집 노인공동생활가정,경기도,성남시,노인,노인주거복지시설,노인공동생활가정,317511937
서울시니어스타워(주)분당본부,경기도,성남시,노인,노인주거복지시설,노인복지주택,031-738-9601
더 헤리티지,경기도,성남시,노인,노인주거복지시설,노인복지주택,317180488
성남시 아리움 (독거노인주거복지주택),경기도,성남시,노인,노인주거복지시설,노인복지주택,031-721-0723
정원속궁전,경기도,성남시,노인,노인주거복지시설,노인복지주택,031-782-2846
시온의집,경기도,성남시,노인,노인의료복지시설,노인요양시설,031-734-5401
고운손요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,031-712-5047
에이치요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,031-1577-5975
메디케어,경기도,성남시,노인,노인의료복지시설,노인요양시설,317199949
베스트요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,317559909
정성노인의집,경기도,성남시,노인,노인의료복지시설,노인요양시설,317053973
실버릿지판교,경기도,성남시,노인,노인의료복지시설,노인요양시설,031-723-5814
성남시노인보건센터,경기도,성남시,노인,노인의료복지시설,노인요양시설,031-739-3003
가천효요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,317577600
성남은빛요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,317432527
분당메디케어,경기도,성남시,노인,노인의료복지시설,노인요양시설,031-711-9959
순효노인요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,031-754-5008
YWCA 은학의 집,경기도,성남시,노인,노인의료복지시설,노인요양시설,031-707-8790
파크뷰실버홈,경기도,성남시,노인,노인의료복지시설,노인요양시설,031-702-5407
인보의 집,경기도,성남시,노인,노인의료복지시설,노인요양시설,031-751-1937
일정요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,031-759-7597
노블레스요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,031-752-2224
성남 천상의집 1관,경기도,성남시,노인,노인의료복지시설,노인요양시설,317094992
태평요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,317218948
헤리티지너싱홈요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,3180220100
로뎀나무 요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,031-753-3525
효사랑요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,317516100
성모실버홈,경기도,성남시,노인,노인의료복지시설,노인요양시설,317217772
위례수실버요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,317548400
늘푸른요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,317317508
괜찮은 요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,317224660
성남요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,031-722-1155
헤리티지요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,3180220100
자광원,경기도,성남시,노인,노인의료복지시설,노인요양시설,031-759-5320
더힐링요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,317031197
파드마노인전문요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,317523885
위례보아스요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,317219920
스카이빌요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,031-750-6098
성남 천상의집 2관,경기도,성남시,노인,노인의료복지시설,노인요양시설,317034992
''이진''요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,317535004
정자메디케어 요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,317199930
석운노인전문요양원,경기도,성남시,노인,노인의료복지시설,노인요양시설,031-709-2340
성남어르신요양센터2호점,경기도,성남시,노인,노인의료복지시설,노인요양공동생활가정,317226033
사랑돌봄실버케어스2호,경기도,성남시,노인,노인의료복지시설,노인요양공동생활가정,317215515
메디케어 2호,경기도,성남시,노인,노인의료복지시설,노인요양공동생활가정,317199949
성남어르신요양센터1호점,경기도,성남시,노인,노인의료복지시설,노인요양공동생활가정,317226033
분당 참사랑 실버홈(2호),경기도,성남시,노인,노인의료복지시설,노인요양공동생활가정,031-781-7781
분당 참사랑 실버홈(3호),경기도,성남시,노인,노인의료복지시설,노인요양공동생활가정,031-781-7781
한마음실버빌 2호,경기도,성남시,노인,노인의료복지시설,노인요양공동생활가정,317427877
벧엘요양센터,경기도,성남시,노인,노인의료복지시설,노인요양공동생활가정,031-722-1020
사랑돌봄실버케어스1호,경기도,성남시,노인,노인의료복지시설,노인요양공동생활가정,317215515
송은 요양원 2호 (분당점),경기도,성남시,노인,노인의료복지시설,노인요양공동생활가정,031-707-6581
분당 참사랑 실버홈(1호),경기도,성남시,노인,노인의료복지시설,노인요양공동생활가정,031-781-7781
분당노인종합복지관,경기도,성남시,노인,노인여가복지시설,노인복지관,031-785-9200
황송노인종합복지관,경기도,성남시,노인,노인여가복지시설,노인복지관,031-731-5520
중원노인종합복지관,경기도,성남시,노인,노인여가복지시설,노인복지관,031-751-7450
판교노인종합복지관,경기도,성남시,노인,노인여가복지시설,노인복지관,031-620-2810
수정노인종합복지관,경기도,성남시,노인,노인여가복지시설,노인복지관,031-731-3393
수정중앙노인종합복지관,경기도,성남시,노인,노인여가복지시설,노인복지관,031-752-3366
대한노인회 성남시수정구지회 부설 노인교실,경기도,성남시,노인,노인여가복지시설,노인교실,031-417-6379
정자노인대학,경기도,성남시,노인,노인여가복지시설,노인교실,317020372
새봄 재가복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317598280
성남종합재가복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317819111
`(A)비지팅엔젤스 성남수정방문요양지점,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,316075500
태평2동 재가복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317225787
안심 재가복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317561110
인보의집 재가복지지원센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317511937
새날노인복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-747-3035
엑소케어,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,7049000109
인보의집 소규모요양시설,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-751-1938
두손누리 방문요양센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,7043373377
위례데이케어센터 2호점,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317566090
사회적협동조합 성남만남돌봄센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317455119
다원재가센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317477434
다드림방문요양센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317332886
사랑더드림주야간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317175848
(주)실버스쿨,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,3116703945
참조은재가노인복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317099040
다살림 재가노인복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-713-9001
분당노인주간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317859211
수노올노인주간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-731-3393
위례원마을노인복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-722-2022
백천사방문요양센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317079368
바른효재가복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317786612
수정노인주간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317588282
가나안재가복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317133927
행복노인재가센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317162001
아들과딸 주간보호센터 분당판교센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,3180163324
가나재가센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317220066
선한 재가 방문요양센타,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317010755
굿모닝 재가복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317320043
사랑드림주야간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317589295
성심재가복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,316051389
성남 행복한 주야간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317569544
비타 방문요양센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-757-1289
위례보아스주야간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317219920
웰라이프 재가노인복지시설 방문요양센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,3180397381
바른재가노인복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317180178
(A)비지팅엔젤스 분당방문요양지점,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317085667
성남의료기복지용구,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317222250
분당재가노인복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-712-6269
판교봉은주간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-620-2910
위례예사랑데이케어센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317593045
성남서로사랑노인복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-744-9544
행복사랑 노인복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317187776
금성노인복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317091955
분당누리주간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317186512
황송노인주간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-602-1341
효사랑 주야간보호,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,7081931749
브니엘주야간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317523969
(주)대교 뉴이프 데이케어센터 분당점,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,3180239409
한솔주간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,3180221100
남위례 재가복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317221255
공생복지협동조합,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317560179
엔젤스케어 분당점,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317115519
샘터재가방문요양센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317522928
VIP korea 가정방문요양센터 성남점,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,316035466
'(A)비지팅엔젤스 분당중앙방문요양지점,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317118845
동행 재가복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317530806
분당사랑데이케어센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317027026
한마음재가복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317176043
후원재가방문요양센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317562334
성남 행복한 주야간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317569544
참사람들시니어케어,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317359605
#현대재가요양센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-726-9695
참누리재가복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317329034
위례더행복데이케어센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317556030
블레스재가복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317513999
예사랑 재가노인복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317574097
웰더스재활주야간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-1566-6597
성남재가노인복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-747-1886
반디재활주간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317555066
늘사랑방문요양재가센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,313477966
건강살림재가요양센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,7046967904
새소망 방문요양센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317265288
하얀마을복지회관 주간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317182780
"""CHA""차실버케어 5호점",경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317801747
YWCA은학의 집 주간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-707-8790
위례성덕데이케어센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-757-7543
정재가복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317163098
YMCA노인복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-736-4176
늘사랑효재가복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,316009822
원탑 방문요양센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317321471
성남의료기,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317431114
분당사랑방문요양센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317174434
중원주간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-751-7455
성남드림재가센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317331614
더사랑재가복지,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317318211
위례노인재가복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317522088
"분당""힘찬""실버케어재가복지센타",경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317066007
나비 데이케어센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-702-1288
굿패밀리 주간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,031-745-7510
''(A)비지팅엔젤스 성남분당판교방문요양지점,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317045776
다운케어,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317041888
여찬재가복지센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,316031336
프리미엄 웰니스 주간보호센터,경기도,성남시,노인,재가노인복지시설,재가노인복지시설,317389702
경기남부노인보호전문기관,경기도,성남시,노인,노인보호전문기관,노인보호전문기관,031-736-1389
경기동부노인보호전문기관,경기도,성남시,노인,노인보호전문기관,노인보호전문기관,317361389
성남시니어클럽,경기도,성남시,노인,노인일자리지원기관,노인일자리지원기관,317356333
성남시분당시니어클럽,경기도,성남시,노인,노인일자리지원기관,노인일자리지원기관,031-712-2508
수진재가노인복지센터,경기도,성남시 수정구,노인,재가노인복지시설,재가노인복지시설,031-751-1937
감천장양로원,경기도,수원시,노인,노인주거복지시설,양로시설,312511951
보훈원,경기도,수원시,노인,노인주거복지시설,양로시설,031-250-1532
평화의모후원,경기도,수원시,노인,노인주거복지시설,양로시설,312411466
평화의모후원,경기도,수원시,노인,노인주거복지시설,양로시설,031-241-1466
아녜스의집,경기도,수원시,노인,노인주거복지시설,양로시설,312691009
중앙양로원,경기도,수원시,노인,노인주거복지시설,양로시설,031-291-2188
광교아르데코,경기도,수원시,노인,노인주거복지시설,노인복지주택,031-211-6171
유당마을,경기도,수원시,노인,노인주거복지시설,노인복지주택,312420079
늘봄실버벨리,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-226-0888
수원중앙전문요양센터,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-229-9432
매교예사랑실버케어,경기도,수원시,노인,노인의료복지시설,노인요양시설,312339237
맘편한요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-268-1338
수원VIP실버케어,경기도,수원시,노인,노인의료복지시설,노인요양시설,312545055
재활플러스요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312052140
사회복지법인 죽파재단 감천장요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312451078
스텔라실버요양원북수원점,경기도,수원시,노인,노인의료복지시설,노인요양시설,312488888
수원새봄요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312413600
평강보훈요양센터,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-243-5126
힘찬요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312711188
수원은빛요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-253-2880
수원보훈요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-240-9006
탑케어하우스,경기도,수원시,노인,노인의료복지시설,노인요양시설,318919100
새미래요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312670205
영통종합요양센터,경기도,수원시,노인,노인의료복지시설,노인요양시설,312047114
화단길요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-302-7799
가인(嘉人)시니어케어빌,경기도,수원시,노인,노인의료복지시설,노인요양시설,312572988
고색요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312954044
봄빛요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-224-7576
실버사랑요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312911333
