,0
1233,"교육/체험
교육/체험
유료
부모를 위한 초등 문해력 독서수업
제공유형
온라인
제공기관
서울대학교 평생교육원
기간
2022-11-18~2022-12-09
홈페이지 바로가기"
1234,"뮤지컬/오페라
공연/전시
유료
경기
오페라 <라보엠>
제공유형
오프라인
장소
성남아트센터
기간
2022-12-09~2022-12-09
문의처
031-783-8000
자세히보기
예매 바로가기"
1235,"교육/체험
교육/체험
무료
2022 공예매개인력양성프로그램 교육생 모집
제공유형
온(오프)라인
제공기관
한국공예디자인문화진흥원 / 국민대학교
기간
2022-09-03~2022-12-10
문의처
010-4885-4591
홈페이지 바로가기"
1236,"뮤지컬/오페라
공연/전시
유료
경기
피노키오 [김포]
제공유형
오프라인
장소
김포한강괜찮은홀
기간
2022-11-26~2022-12-10
문의처
김포한강괜찮은홀 070-8886-2516
자세히보기
예매 바로가기"
1237,"음악/콘서트
공연/전시
유료
경기
파리나무십자가 소년합창단
제공유형
오프라인
장소
부천시민회관 대공연장
기간
2022-12-10~2022-12-10
문의처
032-320-6336
자세히보기"
1238,"음악/콘서트
공연/전시
유료
경기
피아니스트 박종해와 친구들
제공유형
오프라인
장소
성남아트센터 콘서트홀
기간
2022-12-10~2022-12-10
문의처
031-783-8000
자세히보기"
1239,"음악/콘서트
공연/전시
유료
서울
케이트 리우 피아노 리사이틀
제공유형
오프라인
장소
예술의전당 IBK챔버홀
기간
2022-12-10~2022-12-10
문의처
스톰프뮤직 02-2658-3546
자세히보기
예매 바로가기"
1240,"연극
공연/전시
유료
서울
아트 (ART)
제공유형
오프라인
장소
예스24스테이지
기간
2022-09-17~2022-12-11
문의처
나인스토리 02-3672-0900
자세히보기
예매 바로가기"
1241,"뮤지컬/오페라
공연/전시
유료
서울
테레즈 라캥
제공유형
오프라인
장소
드림아트센터
기간
2022-09-20~2022-12-11
문의처
070-8095-9734
자세히보기
예매 바로가기"
1242,"뮤지컬/오페라
공연/전시
유료
이영란의 밀가루 뮤지컬 가루가루 얍! [인천]
제공유형
오프라인
장소
스퀘어 원 (문화홀)
기간
2022-10-22~2022-12-11
문의처
070-8811-0111
자세히보기
예매 바로가기"
1243,"연극
공연/전시
유료
제7회 도담도담 페스티벌
제공유형
오프라인
장소
우리소극장
기간
2022-11-02~2022-12-11
문의처
도담도담 페스티벌 사무국 1661-6981
자세히보기
예매 바로가기"
1244,"연극
공연/전시
유료
서울
[집밖] 메이드 인 제인
제공유형
오프라인
장소
CJ 아지트 대학로(구 SM아트홀)
기간
2022-11-12~2022-12-11
문의처
창작집단 농담 010-4151-3424
자세히보기
예매 바로가기"
1245,"연극
공연/전시
유료
서울
진구는 게임 중
제공유형
오프라인
장소
학전블루소극장
기간
2022-11-12~2022-12-11
문의처
학전 02-763-8233
자세히보기
예매 바로가기"
1246,"뮤지컬/오페라
공연/전시
유료
서울
알로하, 나의 엄마들
제공유형
오프라인
장소
세종문화회관 M씨어터
기간
2022-11-22~2022-12-11
문의처
서울시뮤지컬단 02-399-1771~3
자세히보기
예매 바로가기"
1247,"연극
공연/전시
유료
서울
로켓 캔디
제공유형
오프라인
장소
아르코예술극장 소극장
기간
2022-12-03~2022-12-11
문의처
02-3668-0007
자세히보기"
1248,"연극
공연/전시
유료
서울
스푸트니크
제공유형
오프라인
장소
아르코예술극장 소극장
기간
2022-12-03~2022-12-11
문의처
02-3668-0007
자세히보기"
1249,"무용/발레
공연/전시
유료
서울
겨울 나그네
제공유형
오프라인
장소
예술의전당 자유소극장
기간
2022-12-09~2022-12-11
문의처
02-3472-1420
자세히보기
예매 바로가기"
1250,"음악/콘서트
공연/전시
유료
서울
오마주 투 쇼팽
제공유형
오프라인
장소
예술의전당 콘서트홀
기간
2022-12-11~2022-12-11
문의처
스톰프뮤직 02-2658-3546
자세히보기
예매 바로가기"
1251,"음악/콘서트
공연/전시
유료
서울
국립합창단 제192회 정기연주회 <2022 송년축하 음악회>
제공유형
오프라인
장소
롯데콘서트홀
기간
2022-12-12~2022-12-12
문의처
02-587-8111
자세히보기
예매 바로가기"
1252,"음악/콘서트
공연/전시
유료,할인
서울
국립합창단 제192회 정기연주회 <2022 송년축하 음악회>
제공유형
오프라인
장소
롯데 콘서트홀
기간
2022-12-12~2022-12-12
문의처
국립합창단 02) 587-8111
자세히보기
예매 바로가기"
1253,"교육/체험
교육/체험
유료
종로가 배출한 화가들 : 18~20세기 한국미술을 빛내다 수강생 모집 안내
제공유형
오프라인
제공기관
종로문화재단(주최) / 종로구(후원)
기간
2022-10-04~2022-12-13
문의처
070-4600-5737, 02-6203-1167
홈페이지 바로가기"
1254,"음악/콘서트
공연/전시
유료
서울
2022 카즈미 타테이시 트리오 내한 공연-크리스마스, 재즈를 만나다-
제공유형
오프라인
장소
세종문화회관 M씨어터
기간
2022-12-13~2022-12-13
문의처
070-8680-8477
자세히보기
예매 바로가기"
1255,"국악
공연/전시
유료
서울
민속악단 기획공연 <서도소리와 놀다-왔구나 왔어! 3인의 배뱅이>
제공유형
오프라인
장소
국립국악원 풍류사랑방
기간
2022-12-13~2022-12-14
문의처
02-580-3300
자세히보기"
1256,"음악/콘서트
공연/전시
유료
경기
크리스마스 지브리 탱고
제공유형
오프라인
장소
성남아트센터 콘서트홀
기간
2022-12-14~2022-12-14
문의처
031-783-8000
자세히보기
예매 바로가기"
1257,"기타
공연/전시
유료
경기
안산시립예술단 특별기획공연: 안산의 사계
제공유형
오프라인
장소
소극장 보노마루
기간
2022-04-28~2022-12-15
문의처
문화예술과 031-481-2064
자세히보기
예매 바로가기"
1258,"음악/콘서트
공연/전시
유료
서울
포아 피아노연구회 베토벤 피아노 소나타 전곡 연주
제공유형
오프라인
장소
푸르지오 아트홀
기간
2022-11-10~2022-12-15
문의처
카카오톡채널 포아피아노연구회 / 인터파크 1544-1555
자세히보기
예매 바로가기"
1259,"음악/콘서트
공연/전시
유료
경기
토크 콘서트 : 12월의 랑데북
제공유형
오프라인
장소
경기아트센터
기간
2022-12-15~2022-12-15
문의처
20:00~21:40
자세히보기"
1260,"음악/콘서트
공연/전시
유료
경기
한국지역난방공사와 함께하는 2022 마티네 콘서트 - 12월
제공유형
오프라인
장소
성남아트센터 콘서트홀
기간
2022-12-15~2022-12-15
문의처
1544-8117
자세히보기"
1261,"전시
공연/전시
무료
서울
진민욱 초대전 <어제 걸은 길 The road that I walked yesterday>
제공유형
오프라인
장소
한원미술관
기간
2022-10-06~2022-12-16
문의처
02-588-5642
자세히보기
예매 바로가기"
1262,"음악/콘서트
공연/전시
유료
서울
2022 파리나무십자가 소년합창단 특별초청공연
제공유형
온(오프)라인
장소
예술의전당 콘서트홀
기간
2022-12-16~2022-12-16
문의처
031-738-1492
자세히보기
예매 바로가기
영상보기"
1263,"음악/콘서트
공연/전시
유료
경기
사라 장 & 비르투오지
제공유형
오프라인
장소
남한산성아트홀
기간
2022-12-16~2022-12-16
문의처
광주시문화재단 031-762-8638
자세히보기
예매 바로가기"
1264,"음악/콘서트
공연/전시
유료
서울
이우일 바이올린 독주회
제공유형
오프라인
장소
예술의전당 인춘아트홀
기간
2022-12-16~2022-12-16
문의처
스톰프뮤직 02-2658-3546
자세히보기
예매 바로가기"
1265,"연극
공연/전시
유료
서울
세컨드 찬스
제공유형
오프라인
장소
두산아트센터 space111
기간
2022-11-29~2022-12-17
문의처
010-2069-7202
자세히보기
예매 바로가기"
1266,"아동/가족
공연/전시
유료
경기
환상의 버블벌룬쇼
제공유형
오프라인
장소
복사골문화센터 판타지아극장
기간
2022-12-16~2022-12-17
문의처
032-320-6334
자세히보기
예매 바로가기"
1267,"음악/콘서트
공연/전시
유료
경기
2022파리나무십자가 소년합창단 특별초청공연-성남
제공유형
온(오프)라인
장소
성남아트센터 콘서트홀
기간
2022-12-17~2022-12-17
문의처
031-738-1492
자세히보기
예매 바로가기
영상보기"
1268,"연극
공연/전시
유료
서울
물고양이
제공유형
오프라인
장소
씨어터 앤 펍 맥거핀
기간
2022-10-13~2022-12-18
문의처
010-8324-8454
자세히보기
예매 바로가기"
1269,"연극
공연/전시
유료,할인
서울
연극 <밝은 밤>
제공유형
오프라인
장소
옵/신 스페이스(구 서촌공간 서로)
기간
2022-12-09~2022-12-18
문의처
070-8156-6330
자세히보기
예매 바로가기"
1270,"아동/가족
공연/전시
유료
제주
성탄가족뮤지컬 크리스마스 캐롤
제공유형
오프라인
장소
제주관광대학교 컨벤션홀
기간
2022-12-17~2022-12-18
문의처
010-4192-3492
자세히보기
예매 바로가기"
1271,"전시
공연/전시
무료
부산
전쟁과 평화 : 임진왜란에서 조선통신사의 길로
제공유형
온(오프)라인
장소
국립해양박물관
기간
2022-10-05~2022-12-20
문의처
051-309-1784
자세히보기
예매 바로가기"
1272,"국악
공연/전시
유료
서울
별곡
제공유형
오프라인
장소
민속극장풍류
기간
2022-12-06~2022-12-20
문의처
(02) 566-6300
자세히보기"
1273,"음악/콘서트
공연/전시
유료
서울
오르간 오딧세이 (2~12월)
제공유형
오프라인
장소
롯데콘서트홀
기간
2022-02-16~2022-12-21
문의처
1544-7744
자세히보기
예매 바로가기"
1274,"국악
공연/전시
유료
서울
삼청각 수요상설공연, 박애리의 특별한 국악콘서트
제공유형
오프라인
장소
삼청각 일화당
기간
2022-10-05~2022-12-21
문의처
삼청각 02-765-3000
자세히보기
예매 바로가기"
1275,"국악
공연/전시
유료
서울
대표공연 <임인진연>
제공유형
오프라인
장소
국립국악원 예악당
기간
2022-12-16~2022-12-21
문의처
02-580-3300
자세히보기"
1276,"국악
공연/전시
유료
서울
세 가지 선물-창극 콘서트 <연작(連作)>
제공유형
오프라인
장소
국립극장 해오름극장
기간
2022-12-20~2022-12-21
문의처
02-2280-4114
자세히보기"
1277,"연극
공연/전시
유료
서울
2시간탈출졸탄쇼
제공유형
오프라인
장소
졸탄극장
기간
2022-07-01~2022-12-22
문의처
1661-3124
자세히보기
예매 바로가기"
1278,"전시
공연/전시
무료
서울
신촌문화발전소 기획전시 <클라인 클럽 Klein Club>
제공유형
오프라인
장소
신촌문화발전소
기간
2022-10-25~2022-12-23
문의처
02-330-4393
자세히보기
예매 바로가기"
1279,"국악
공연/전시
유료
서울
더스토리인간문화재
제공유형
오프라인
장소
민속극장풍류
기간
2022-12-21~2022-12-23
문의처
(02) 566-6300
자세히보기"
1280,"국악
공연/전시
유료
서울
더스토리인간문화재
제공유형
오프라인
장소
민속극장풍류
기간
2022-12-21~2022-12-23
문의처
(02) 566-6300
자세히보기"
1281,"기타
공연/전시
유료
서울
2022 1-2월 토요국악동화
제공유형
오프라인
장소
국립국악원 (풍류사랑방)
기간
2022-02-05~2022-12-24
문의처
02-580-3300
자세히보기
예매 바로가기"
1282,"국악
공연/전시
유료
부산
토요신명 (7~12월)
제공유형
오프라인
장소
국립부산국악원
기간
2022-07-02~2022-12-24
문의처
051-811-0114
자세히보기
예매 바로가기"
1283,"국악
공연/전시
유료
서울
2022 토요명품
제공유형
오프라인
장소
국립국악원 우면당
기간
2022-11-05~2022-12-24
문의처
02-580-3300
자세히보기"
1284,"국악
공연/전시
유료
서울
토요국악동화
제공유형
오프라인
장소
국립국악원 풍류사랑방
기간
2022-11-05~2022-12-24
문의처
02-580-3300
자세히보기"
1285,"무용/발레
공연/전시
유료
서울
안녕, 나의 그르메
제공유형
오프라인
장소
대학로예술극장 대극장
기간
2022-12-23~2022-12-24
문의처
02-3668-0007
자세히보기"
1286,"뮤지컬/오페라
공연/전시
유료
경기
뮤지컬 <스페셜5>
제공유형
오프라인
장소
안산문화예술의전당
기간
2022-12-23~2022-12-24
문의처
080-481-4000
자세히보기"
1287,"음악/콘서트
공연/전시
유료
경기
2022 리처드 용재 오닐 송년 콘서트 <선물>
제공유형
오프라인
장소
성남아트센터 콘서트홀
기간
2022-12-24~2022-12-24
문의처
031-783-8000
자세히보기"
1288,"뮤지컬/오페라
공연/전시
유료
경북
인피니티 플라잉 [경주]
제공유형
오프라인
장소
경주세계문화엑스포 문화센터 공연장
기간
2022-04-08~2022-12-25
문의처
054-775-0815
자세히보기
예매 바로가기"
1289,"국악
공연/전시
유료
서울
영재국악회
제공유형
오프라인
장소
남산골한옥마을
기간
2022-05-15~2022-12-25
문의처
클립서비스 1577-3363
자세히보기
예매 바로가기"
1290,"전시
공연/전시
무료
광주
2022 ACC 미디어파사드 <반디산책: 지구와 화해하는 발걸음>
제공유형
오프라인
장소
국립아시아문화전당
기간
2022-09-01~2022-12-25
문의처
1899-5566
자세히보기
예매 바로가기"
1291,"뮤지컬/오페라
공연/전시
유료
전북
프리즌 [전주]
제공유형
오프라인
장소
한해랑아트홀
기간
2022-10-07~2022-12-25
문의처
극단 한해랑 1644-4356 / 010-2995-1002
자세히보기
예매 바로가기"
1292,"연극
공연/전시
유료
경기
메리크리스마스 산타할아버지 [수원]
제공유형
오프라인
장소
KBS수원아트홀
기간
2022-11-12~2022-12-25
문의처
KBS수원아트홀 031-216-5201
자세히보기
예매 바로가기"
1293,"연극
공연/전시
유료
서울
스카팽 [서울 용산]
제공유형
오프라인
장소
국립극단 명동예술극장
기간
2022-11-23~2022-12-25
문의처
국립극단 1644-2003
자세히보기
예매 바로가기"
1294,"무용/발레
공연/전시
유료
서울
예술의전당 & 국립발레단 <호두까기인형>
제공유형
오프라인
장소
예술의전당 오페라극장
기간
2022-12-17~2022-12-25
문의처
미정
자세히보기"
1295,"연극
공연/전시
유료
제주
보잉보잉
제공유형
오프라인
장소
제주관광대학교 컨벤션홀
기간
2022-12-23~2022-12-25
문의처
010-2488-8913
자세히보기
예매 바로가기"
1296,"무용/발레
공연/전시
유료
서울
세 가지 선물-전통춤 모음 <수작(秀作)>
제공유형
오프라인
장소
국립극장 해오름극장
기간
2022-12-24~2022-12-25
문의처
02-2280-4114
자세히보기"
1297,"음악/콘서트
공연/전시
유료
경기
콘서트 <유키구라모토와 친구들>
제공유형
오프라인
장소
안산문화예술의전당
기간
2022-12-25~2022-12-25
문의처
080-481-4000
자세히보기"
1298,"음악/콘서트
공연/전시
유료
경기
<브로콜리너마저 크리스마스 콘서트> - 안양
제공유형
오프라인
장소
평촌아트홀
기간
2022-12-25~2022-12-25
문의처
031-687-0500/0555
자세히보기
예매 바로가기"
1299,"뮤지컬/오페라
공연/전시
유료
서울
푸에르자 부르타 웨이라 인 서울
제공유형
오프라인
장소
잠실종합운동장 보조경기장
기간
2022-09-29~2022-12-26
문의처
쇼비얀엔터테인먼트 02-540-2010
자세히보기
예매 바로가기"
1300,"연극
공연/전시
유료
서울
학교스타그램
제공유형
오프라인
장소
졸탄극장
기간
2022-11-14~2022-12-26
문의처
졸탄극장 010-4521-6193
자세히보기
예매 바로가기"
1301,"음악/콘서트
공연/전시
유료
서울
라움 마티네 콘서트
제공유형
오프라인
장소
소셜베뉴 라움
기간
2022-02-22~2022-12-27
문의처
02-538-3366
자세히보기
예매 바로가기"
1302,"음악/콘서트
공연/전시
유료,할인
서울
2022 라움 마티네 콘서트
제공유형
오프라인
장소
소셜베뉴 라움
기간
2022-03-29~2022-12-27
문의처
02-6925-4794
자세히보기
예매 바로가기"
1303,"국악
공연/전시
유료
서울
예인열전(藝人列傳) 최경만의 피리 소리 스치우고
제공유형
오프라인
장소
한국문화의 집 코우스
기간
2022-11-01~2022-12-27
문의처
한국문화의집KOUS 02-3011-1740
자세히보기
예매 바로가기"
1304,"무용/발레
공연/전시
유료
서울
0g
제공유형
오프라인
장소
대학로예술극장 소극장
기간
2022-12-29~2022-12-30
문의처
02-3668-0007
자세히보기"
1305,"기타
공연/전시
유료
서울
CONTACT_온라인 마술 공연
제공유형
오프라인
장소
라온플레이
기간
2020-08-04~2022-12-31
문의처
02-914-1500
자세히보기
예매 바로가기"
1306,"전시
공연/전시
유료
MEDIA FOREST
제공유형
오프라인
장소
여수엑스포컨벤션센터 엑스포홀
기간
2020-11-20~2022-12-31
문의처
061-665-9808~9
자세히보기
예매 바로가기"
1307,"뮤지컬/오페라
공연/전시
유료
경기
온라인 매직스쿨
제공유형
오프라인
장소
용용아저씨
기간
2021-01-04~2022-12-31
문의처
010-7229-4288
자세히보기
예매 바로가기"
1308,"전시
공연/전시
무료
서울
국립중앙도서관 「실감서재」
제공유형
오프라인
장소
실감서재
기간
2021-03-23~2022-12-31
문의처
02-3456-6169
자세히보기
예매 바로가기"
1309,"연극
공연/전시
유료
서울
사랑과 전쟁2
제공유형
오프라인
장소
대학로 스튜디오 블루 (구 두레홀 3관)
기간
2021-07-15~2022-12-31
문의처
대학로 두레홀 02-3672-0855
자세히보기
예매 바로가기"
1310,"교육/체험
교육/체험
기타
경기
디지털 「소나기」산책 영상체험관 + AR 체험
제공유형
오프라인
제공기관
황순원기념사업회
기간
2021-07-17~2022-12-31
문의처
031-773-2299
홈페이지 바로가기"
1311,"전시
공연/전시
유료
경기
원더풀랜드
제공유형
오프라인
장소
고양 어린이박물관
기간
2021-08-17~2022-12-31
문의처
031-839-0300
자세히보기
예매 바로가기"
1312,"교육/체험
교육/체험
무료
전남
[집밖] 어린이박물관 개관 특별전 <문화재를 지키는 박물관 사람들>
제공유형
오프라인
제공기관
국립나주박물관
기간
2021-12-21~2022-12-31
문의처
국립나주박물관 061-330-7800
홈페이지 바로가기"
1313,"전시
공연/전시
무료
서울
S프로젝트_Connected Tunnel
제공유형
오프라인
장소
소마미술관 2관
기간
2021-12-21~2022-12-31
문의처
02-425-1077
자세히보기
예매 바로가기"
1314,"전시
공연/전시
유료,무료,할인
부산
[집밖] 이우환공간 상설전
제공유형
오프라인
장소
이우환 공간
기간
2022-01-01~2022-12-31
문의처
051-740-2603
자세히보기"
1315,"행사/축제
행사/축제
무료
2022년 청년 책의 해
제공유형
온(오프)라인
장소
동숭동일석기념관
기간
2022-01-01~2022-12-31
문의처
070-4348-1155
자세히보기
영상보기"
1316,"행사/축제
행사/축제
무료
대한민국 독서대전
제공유형
온(오프)라인
장소
원주 댄싱공연장 및 원주시 전역
기간
2022-01-01~2022-12-31
문의처
033-737-3814
자세히보기
영상보기"
1317,"전시
공연/전시
무료
경기
도전! 어린이 건축가
제공유형
오프라인
장소
경기도어린이박물관
기간
2022-01-01~2022-12-31
문의처
031-270-8600
자세히보기
예매 바로가기"
1318,"교육/체험
교육/체험
유료
광명동굴 VR체험관
제공유형
오프라인
제공기관
광명동굴 및 광명도시공사
기간
2022-01-01~2022-12-31
홈페이지 바로가기"
1319,"전시
공연/전시
무료
광주
700년의 시간여행-신안 도자기를 찾아서
제공유형
오프라인
장소
국립광주박물관
기간
2022-01-01~2022-12-31
문의처
062-570-7805
자세히보기
예매 바로가기"
1320,"연극
공연/전시
유료,할인
서울
오백에삼십
제공유형
오프라인
장소
세우아트센터
기간
2022-01-01~2022-12-31
문의처
010-6460-7679
자세히보기
예매 바로가기"
1321,"교육/체험
공연/전시
유료,무료
경북
울진 국립해양과학관X홀라이트
제공유형
오프라인
장소
국립해양과학관
기간
2022-01-01~2022-12-31
문의처
054-780-5000
자세히보기"
1322,"뉴스/지식
뉴스/지식
무료
2022 K-Champ Collaboration
제공유형
온라인
제공기관
경기창조경제혁신센터
기간
2022-01-01~2022-12-31
홈페이지 바로가기"
1323,"교육/체험
교육/체험
유료
경기
우리는 숲에서 문화생활 합니다
제공유형
온(오프)라인
제공기관
이풀실내정원
기간
2022-01-04~2022-12-31
문의처
031-437-2041
홈페이지 바로가기"
1324,"교육/체험
교육/체험
무료
KAIST X 한예종 2022 신입생 영상캠프
제공유형
온라인
제공기관
카이스트, 한국예술종합학교
기간
2022-01-06~2022-12-31
영상보기"
1325,"뮤지컬/오페라
공연/전시
유료
서울
뮤지컬 환타
제공유형
오프라인
장소
하마씨어터
기간
2022-01-14~2022-12-31
문의처
02-766-0830
자세히보기
예매 바로가기"
1326,"전시
공연/전시
무료
서울
훈민정음, 천년의 문자 계획
제공유형
오프라인
장소
국립한글박물관
기간
2022-01-21~2022-12-31
문의처
02-2124-6200
자세히보기
예매 바로가기"
1327,"연극
공연/전시
유료
서울
연극 옥탑방 고양이
제공유형
오프라인
장소
대학로 틴틴홀
기간
2022-02-01~2022-12-31
문의처
02-764-8760
자세히보기
예매 바로가기"
1328,"연극
공연/전시
유료
서울
늘근도둑이야기
제공유형
오프라인
장소
아트포레스트 아트홀
기간
2022-03-05~2022-12-31
문의처
02-3672-0900
자세히보기
예매 바로가기"
1329,"교육/체험
교육/체험
무료,할인
KB Dream Wave 2030과 함께하는 박물관 노닐기-범패민속문화박물관
제공유형
오프라인
제공기관
한국박물관협회
기간
2022-04-01~2022-12-31
문의처
032-884-8904
홈페이지 바로가기"
1330,"행사/축제
행사/축제
무료
[집밖] 독서릴레이-2022 대한민국독서대전원주
제공유형
온라인
장소
온라인
기간
2022-04-11~2022-12-31
문의처
033-737-3814 ~ 3817
자세히보기"
1331,"뉴스/지식
뉴스/지식
무료
서울
[국립국악원 e-국악아카데미] 뉴스레터로 가장 빠르게 국악 콘텐츠를 만나보세요! (온라인)
제공유형
온라인
제공기관
국립국악원
기간
2022-04-22~2022-12-31
문의처
02-580-3086
홈페이지 바로가기"
1332,"교육/체험
교육/체험
유료
서울
2022년 선릉아트홀 명인 명창 국악특강 시리즈 14 MASTER CLASS
제공유형
오프라인
제공기관
선릉아트홀
기간
2022-05-01~2022-12-31
문의처
02-553-0067 평일(11시~18시), 점심시간 제외(13시~14시) , 카카오톡 채널 '선릉아트홀'
홈페이지 바로가기"
1333,"전시
공연/전시
유료
서울
FUTURE FOOD · 혀가 느끼는 고민 展
제공유형
오프라인
장소
셀린박갤러리
기간
2022-05-18~2022-12-31
문의처
아이러브아트센터 070-5222-3778
자세히보기
예매 바로가기"
1334,"뮤지컬/오페라
공연/전시
유료
서울
뮤직드라마 당신만이
제공유형
오프라인
장소
JTN 아트홀
기간
2022-05-27~2022-12-31
문의처
070-8245-2602
자세히보기
예매 바로가기"
1335,"뮤지컬/오페라
공연/전시
유료
서울
당신만이
제공유형
오프라인
장소
JTN 아트홀
기간
2022-05-27~2022-12-31
문의처
070-8245-2602
자세히보기
예매 바로가기"
1336,"교육/체험
교육/체험
유료
경기
식물공방 체험프로그램 안내
제공유형
온(오프)라인
제공기관
이풀실내정원
기간
2022-06-01~2022-12-31
문의처
031-437-2041
영상보기"
1337,"음악/콘서트
공연/전시
유료,할인
서울
판소리와 미디어 아트의 입체적 만남 '두개의 눈'
제공유형
오프라인
장소
국립극장
기간
2022-06-23~2022-12-31
문의처
국립극장
자세히보기
예매 바로가기"
1338,"관광
관광
유료
전주티켓박스
제공유형
온(오프)라인
제공기관
전주티켓박스
기간
2022-07-01~2022-12-31
문의처
063-288-6321
홈페이지 바로가기"
1339,"아동/가족
공연/전시
무료
서울
국립한글박물관 2022년 하반기 공연 일정
제공유형
오프라인
장소
국립한글박물관
기간
2022-07-01~2022-12-31
문의처
02-2124-6292
자세히보기
예매 바로가기"
1340,"뮤지컬/오페라
공연/전시
유료
서울
날개 잃은 천사: 사람은 무엇으로 사는가
제공유형
오프라인
장소
북촌나래홀
기간
2022-07-06~2022-12-31
문의처
조이피플 02-988-2258
자세히보기
예매 바로가기"
1341,"교육/체험
교육/체험
무료
서울
증강현실로 만나는 도서관
제공유형
오프라인
제공기관
국립어린이청소년도서관
기간
2022-07-14~2022-12-31
문의처
02-3413-4800
홈페이지 바로가기"
1342,"교육/체험
교육/체험
무료
2022 통일문화교육
제공유형
온라인
제공기관
연세대학교 통일연구원
기간
2022-08-30~2022-12-31
문의처
02-2123-4605
홈페이지 바로가기"
1343,"전시
공연/전시
유료
서울
[집밖] S프로젝트_커넥티드터널
제공유형
오프라인
장소
소마미술관
기간
2022-09-02~2022-12-31
문의처
02-425-1077
자세히보기"
1344,"뮤지컬/오페라
공연/전시
유료
서울
내일은 스타
제공유형
오프라인
장소
명작극장
기간
2022-09-18~2022-12-31
문의처
명작극장 010-7417-9986
자세히보기
예매 바로가기"
1345,"전시
공연/전시
유료
서울
쉼 , 밤의 흔적 물의 위로
제공유형
오프라인
장소
미디어 아트 갤러리 언더독뮤지엄
기간
2022-09-19~2022-12-31
문의처
02-336-0423
자세히보기
예매 바로가기"
1346,"전시
공연/전시
무료
경기
Everyday New Art Fair!
제공유형
오프라인
장소
아트뮤제갤러리 롯데백화점 일산점
기간
2022-10-01~2022-12-31
문의처
아트뮤제 갤러리 031-909-3187 / 아트뮤제 본사 02-543-6151
자세히보기
예매 바로가기"
1347,"연극
공연/전시
유료
서울
러브 앤 전쟁
제공유형
오프라인
장소
원패스아트홀
기간
2022-10-01~2022-12-31
문의처
인터파크 1544-1555
자세히보기
예매 바로가기"
1348,"뮤지컬/오페라
공연/전시
유료
서울
디바
제공유형
오프라인
장소
룸어씨어터
기간
2022-10-20~2022-12-31
문의처
아쉬레엔터테인먼트 1800-5073
자세히보기
예매 바로가기"
1349,"뮤지컬/오페라
공연/전시
유료
서울
NEW 사랑을 이루어 드립니다
제공유형
오프라인
장소
룸 씨어터
기간
2022-10-21~2022-12-31
문의처
에스앤엘컴퍼니 1661-7901
자세히보기
예매 바로가기"
1350,"연극
공연/전시
유료
서울
추적 [대학로]
제공유형
오프라인
장소
대학로 SH아트홀
기간
2022-10-21~2022-12-31
문의처
070-4179-1775
자세히보기
예매 바로가기"
1351,"무용/발레
공연/전시
유료
서울
제12회 별의별춤 페스티벌
제공유형
오프라인
장소
소극장 스튜디오SK
기간
2022-10-22~2022-12-31
문의처
한국춤예술센터 02-3675-3336
자세히보기
예매 바로가기"
1352,"전시
공연/전시
무료
광주
도시의 경계와 균열, 새로운 연결의 공공예술
제공유형
오프라인
장소
이강하 미술관
기간
2022-11-05~2022-12-31
문의처
062.674.8515
자세히보기
예매 바로가기"
1353,"뮤지컬/오페라
공연/전시
유료
울산
당신만이 [울산]
제공유형
오프라인
장소
CK아트홀
기간
2022-11-12~2022-12-31
문의처
CK아트홀 1533-2704
자세히보기
예매 바로가기"
1354,"연극
공연/전시
유료
서울
<맥베스 레퀴엠>
제공유형
오프라인
장소
국립정동극장
기간
2022-12-01~2022-12-31
문의처
02-751-1500
자세히보기"
1355,"국악
공연/전시
유료
서울
세 가지 선물-송년 음악회 <명작(名作)>
제공유형
오프라인
장소
국립극장 해오름극장
기간
2022-12-30~2022-12-31
문의처
02-2280-4114
자세히보기"
1356,"국악
공연/전시
유료
서울
국립극장 <송년판소리>
제공유형
오프라인
장소
국립극장
기간
2022-12-31~2022-12-31
문의처
02-2280-4114
자세히보기"
1357,"연극
공연/전시
유료
부산
오 나의 귀신님 [부산]
제공유형
오프라인
장소
BNK부산은행조은극장 1관
기간
2022-09-08~2023-01-01
문의처
1588-2757
자세히보기
예매 바로가기"
1358,"연극
공연/전시
유료
부산
오늘도 극한직업
제공유형
오프라인
장소
BNK부산은행조은극장 2관
기간
2022-09-22~2023-01-01
문의처
1588-2757
자세히보기
예매 바로가기"
1359,"뮤지컬/오페라
공연/전시
유료
서울
랭보
제공유형
오프라인
장소
대학로 TOM(티오엠)1관
기간
2022-10-18~2023-01-01
문의처
클립서비스 1577-3363
자세히보기
예매 바로가기"
1360,"연극
공연/전시
유료
부산
이프온리 크리스마스특별 공연 [부산]
제공유형
오프라인
장소
부산메트로홀(구 AN아트홀광안)
기간
2022-10-21~2023-01-01
문의처
㈜플레이더부산 1600-0316
자세히보기
예매 바로가기"
1361,"연극
공연/전시
유료
대구
오백에 삼십 [대구]
제공유형
오프라인
장소
아트플러스씨어터
기간
2022-11-03~2023-01-01
문의처
010-6460-7679
자세히보기
예매 바로가기"
1362,"연극
공연/전시
유료
서울
복길잡화점 (앵콜)
제공유형
오프라인
장소
해오름 예술극장
기간
2022-11-04~2023-01-01
문의처
010-9167-5619
자세히보기
예매 바로가기"
